*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Nov 11 14:21:47 2025 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Nov-10 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-17 00:00:00.0000 TDB
Step-size       : 4 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2460990.525000000, A.D. 2025-Nov-11 00:36:00.0000,  9.812201275011295E+07,  1.109610945522032E+08, -7.414127870433033E+03, -2.278854055580078E+01,  1.962660140423591E+01, -2.736486606380595E-04,  4.940836901588575E+02,  1.481225639304343E+08, -3.933788967994398E-01,
2460990.527777778, A.D. 2025-Nov-11 00:40:00.0000,  9.811654338442960E+07,  1.109658048068650E+08, -7.414193478234112E+03, -2.278950679746786E+01,  1.962552076901454E+01, -2.730830133712558E-04,  4.940833752441727E+02,  1.481224695213869E+08, -3.933631654909947E-01,
2460990.530555556, A.D. 2025-Nov-11 00:44:00.0000,  9.811107378685397E+07,  1.109705148021681E+08, -7.414258950307965E+03, -2.279047299152360E+01,  1.962444008192975E+01, -2.725177679563373E-04,  4.940830603420804E+02,  1.481223751161146E+08, -3.933474375254733E-01,
2460990.533333333, A.D. 2025-Nov-11 00:48:00.0000,  9.810560395739749E+07,  1.109752245381002E+08, -7.414324286788702E+03, -2.279143913796229E+01,  1.962335934298189E+01, -2.719529245105434E-04,  4.940827454525779E+02,  1.481222807146166E+08, -3.933317129022574E-01,
2460990.536111111, A.D. 2025-Nov-11 00:52:00.0000,  9.810013389607157E+07,  1.109799340146486E+08, -7.414389487743378E+03, -2.279240523677819E+01,  1.962227855217126E+01, -2.713884831466729E-04,  4.940824305756623E+02,  1.481221863168921E+08, -3.933159916207552E-01,
2460990.538888889, A.D. 2025-Nov-11 00:56:00.0000,  9.809466360288765E+07,  1.109846432318011E+08, -7.414454553291202E+03, -2.279337128796560E+01,  1.962119770949819E+01, -2.708244439810770E-04,  4.940821157113310E+02,  1.481220919229404E+08, -3.933002736803547E-01,
2460990.541666667, A.D. 2025-Nov-11 01:00:00.0000,  9.808919307785715E+07,  1.109893521895450E+08, -7.414519483514130E+03, -2.279433729151878E+01,  1.962011681496303E+01, -2.702608071309953E-04,  4.940818008595817E+02,  1.481219975327605E+08, -3.932845590804284E-01,
2460990.544444445, A.D. 2025-Nov-11 01:04:00.0000,  9.808372232099153E+07,  1.109940608878681E+08, -7.414584278531373E+03, -2.279530324743201E+01,  1.961903586856609E+01, -2.696975727110029E-04,  4.940814860204113E+02,  1.481219031463517E+08, -3.932688478203872E-01,
2460990.547222222, A.D. 2025-Nov-11 01:08:00.0000,  9.807825133230220E+07,  1.109987693267578E+08, -7.414648938387632E+03, -2.279626915569958E+01,  1.961795487030772E+01, -2.691347408321221E-04,  4.940811711938173E+02,  1.481218087637133E+08, -3.932531398996130E-01,
2460990.550000000, A.D. 2025-Nov-11 01:12:00.0000,  9.807278011180061E+07,  1.110034775062017E+08, -7.414713463231921E+03, -2.279723501631576E+01,  1.961687382018827E+01, -2.685723116151451E-04,  4.940808563797971E+02,  1.481217143848443E+08, -3.932374353174847E-01,
2460990.552777778, A.D. 2025-Nov-11 01:16:00.0000,  9.806730865949818E+07,  1.110081854261874E+08, -7.414777853123844E+03, -2.279820082927483E+01,  1.961579271820806E+01, -2.680102851702060E-04,  4.940805415783477E+02,  1.481216200097441E+08, -3.932217340733839E-01,
2460990.555555556, A.D. 2025-Nov-11 01:20:00.0000,  9.806183697540638E+07,  1.110128930867023E+08, -7.414842108190060E+03, -2.279916659457107E+01,  1.961471156436744E+01, -2.674486616101035E-04,  4.940802267894667E+02,  1.481215256384117E+08, -3.932060361666961E-01,
2460990.558333333, A.D. 2025-Nov-11 01:24:00.0000,  9.805636505953659E+07,  1.110176004877341E+08, -7.414906228519976E+03, -2.280013231219875E+01,  1.961363035866676E+01, -2.668874410520772E-04,  4.940799120131516E+02,  1.481214312708465E+08, -3.931903415967999E-01,
2460990.561111111, A.D. 2025-Nov-11 01:28:00.0000,  9.805089291190034E+07,  1.110223076292703E+08, -7.414970214188099E+03, -2.280109798215215E+01,  1.961254910110640E+01, -2.663266236071493E-04,  4.940795972493994E+02,  1.481213369070475E+08, -3.931746503630774E-01,
2460990.563888889, A.D. 2025-Nov-11 01:32:00.0000,  9.804542053250898E+07,  1.110270145112985E+08, -7.415034065321088E+03, -2.280206360442555E+01,  1.961146779168668E+01, -2.657662093881186E-04,  4.940792824982074E+02,  1.481212425470140E+08, -3.931589624648973E-01,
2460990.566666667, A.D. 2025-Nov-11 01:36:00.0000,  9.803994792137401E+07,  1.110317211338062E+08, -7.415097782008350E+03, -2.280302917901322E+01,  1.961038643040797E+01, -2.652061985086718E-04,  4.940789677595732E+02,  1.481211481907452E+08, -3.931432779016419E-01,
2460990.569444444, A.D. 2025-Nov-11 01:40:00.0000,  9.803447507850687E+07,  1.110364274967809E+08, -7.415161364339292E+03, -2.280399470590944E+01,  1.960930501727063E+01, -2.646465910833840E-04,  4.940786530334940E+02,  1.481210538382403E+08, -3.931275966726768E-01,
2460990.572222222, A.D. 2025-Nov-11 01:44:00.0000,  9.802900200391901E+07,  1.110411336002103E+08, -7.415224812410772E+03, -2.280496018510849E+01,  1.960822355227504E+01, -2.640873872206129E-04,  4.940783383199671E+02,  1.481209594894985E+08, -3.931119187773809E-01,
2460990.575000000, A.D. 2025-Nov-11 01:48:00.0000,  9.802352869762182E+07,  1.110458394440819E+08, -7.415288126319647E+03, -2.280592561660465E+01,  1.960714203542155E+01, -2.635285870349335E-04,  4.940780236189900E+02,  1.481208651445190E+08, -3.930962442151200E-01,
2460990.577777778, A.D. 2025-Nov-11 01:52:00.0000,  9.801805515962684E+07,  1.110505450283832E+08, -7.415351306155324E+03, -2.280689100039218E+01,  1.960606046671054E+01, -2.629701906373683E-04,  4.940777089305597E+02,  1.481207708033010E+08, -3.930805729852661E-01,
2460990.580555555, A.D. 2025-Nov-11 01:56:00.0000,  9.801258138994546E+07,  1.110552503531017E+08, -7.415414352044463E+03, -2.280785633646537E+01,  1.960497884614238E+01, -2.624121981424921E-04,  4.940773942546739E+02,  1.481206764658438E+08, -3.930649050871756E-01,
2460990.583333333, A.D. 2025-Nov-11 02:00:00.0000,  9.800710738858916E+07,  1.110599554182251E+08, -7.415477264039218E+03, -2.280882162481849E+01,  1.960389717371745E+01, -2.618546096559982E-04,  4.940770795913296E+02,  1.481205821321463E+08, -3.930492405202242E-01,
2460990.586111111, A.D. 2025-Nov-11 02:04:00.0000,  9.800163315556936E+07,  1.110646602237410E+08, -7.415540042281151E+03, -2.280978686544582E+01,  1.960281544943613E+01, -2.612974252924616E-04,  4.940767649405244E+02,  1.481204878022080E+08, -3.930335792837708E-01,
2460990.588888889, A.D. 2025-Nov-11 02:08:00.0000,  9.799615869089755E+07,  1.110693647696367E+08, -7.415602686844766E+03, -2.281075205834162E+01,  1.960173367329881E+01, -2.607406451602401E-04,  4.940764503022555E+02,  1.481203934760280E+08, -3.930179213771751E-01,
2460990.591666667, A.D. 2025-Nov-11 02:12:00.0000,  9.799068399458517E+07,  1.110740690559000E+08, -7.415665197826922E+03, -2.281171720350018E+01,  1.960065184530586E+01, -2.601842693721323E-04,  4.940761356765203E+02,  1.481202991536055E+08, -3.930022667998060E-01,
2460990.594444444, A.D. 2025-Nov-11 02:16:00.0000,  9.798520906664370E+07,  1.110787730825183E+08, -7.415727575324476E+03, -2.281268230091578E+01,  1.959956996545768E+01, -2.596282980356079E-04,  4.940758210633161E+02,  1.481202048349397E+08, -3.929866155510195E-01,
2460990.597222222, A.D. 2025-Nov-11 02:20:00.0000,  9.797973390708457E+07,  1.110834768494793E+08, -7.415789819441736E+03, -2.281364735058267E+01,  1.959848803375467E+01, -2.590727312661301E-04,  4.940755064626401E+02,  1.481201105200298E+08, -3.929709676301626E-01,
2460990.600000000, A.D. 2025-Nov-11 02:24:00.0000,  9.797425851591924E+07,  1.110881803567704E+08, -7.415851930275559E+03, -2.281461235249515E+01,  1.959740605019721E+01, -2.585175691640629E-04,  4.940751918744899E+02,  1.481200162088749E+08, -3.929553230366041E-01,
2460990.602777778, A.D. 2025-Nov-11 02:28:00.0000,  9.796878289315920E+07,  1.110928836043792E+08, -7.415913907900453E+03, -2.281557730664748E+01,  1.959632401478571E+01, -2.579628118448696E-04,  4.940748772988627E+02,  1.481199219014744E+08, -3.929396817696902E-01,
2460990.605555556, A.D. 2025-Nov-11 02:32:00.0000,  9.796330703881587E+07,  1.110975865922933E+08, -7.415975752457976E+03, -2.281654221303394E+01,  1.959524192752059E+01, -2.574084594195725E-04,  4.940745627357558E+02,  1.481198275978274E+08, -3.929240438287580E-01,
2460990.608333333, A.D. 2025-Nov-11 02:36:00.0000,  9.795783095290075E+07,  1.111022893205003E+08, -7.416037464000285E+03, -2.281750707164881E+01,  1.959415978840223E+01, -2.568545119938648E-04,  4.940742481851666E+02,  1.481197332979332E+08, -3.929084092131828E-01,
2460990.611111111, A.D. 2025-Nov-11 02:40:00.0000,  9.795235463542530E+07,  1.111069917889876E+08, -7.416099042654037E+03, -2.281847188248634E+01,  1.959307759743103E+01, -2.563009696761043E-04,  4.940739336470925E+02,  1.481196390017908E+08, -3.928927779223016E-01,
2460990.613888889, A.D. 2025-Nov-11 02:44:00.0000,  9.794687808640099E+07,  1.111116939977429E+08, -7.416160488493741E+03, -2.281943664554083E+01,  1.959199535460742E+01, -2.557478325728724E-04,  4.940736191215307E+02,  1.481195447093995E+08, -3.928771499554737E-01,
2460990.616666667, A.D. 2025-Nov-11 02:48:00.0000,  9.794140130583926E+07,  1.111163959467537E+08, -7.416221801638603E+03, -2.282040136080655E+01,  1.959091305993183E+01, -2.551951007960795E-04,  4.940733046084786E+02,  1.481194504207585E+08, -3.928615253120230E-01,
2460990.619444444, A.D. 2025-Nov-11 02:52:00.0000,  9.793592429375163E+07,  1.111210976360075E+08, -7.416282982185483E+03, -2.282136602827775E+01,  1.958983071340465E+01, -2.546427744531954E-04,  4.940729901079335E+02,  1.481193561358671E+08, -3.928459039913088E-01,
2460990.622222222, A.D. 2025-Nov-11 02:56:00.0000,  9.793044705014952E+07,  1.111257990654920E+08, -7.416344030201435E+03, -2.282233064794873E+01,  1.958874831502631E+01, -2.540908536499131E-04,  4.940726756198928E+02,  1.481192618547243E+08, -3.928302859926680E-01,
2460990.625000000, A.D. 2025-Nov-11 03:00:00.0000,  9.792496957504442E+07,  1.111305002351946E+08, -7.416404945813119E+03, -2.282329521981374E+01,  1.958766586479723E+01, -2.535393384919260E-04,  4.940723611443538E+02,  1.481191675773295E+08, -3.928146713154438E-01,
2460990.627777778, A.D. 2025-Nov-11 03:04:00.0000,  9.791949186844783E+07,  1.111352011451029E+08, -7.416465729117393E+03, -2.282425974386708E+01,  1.958658336271785E+01, -2.529882290902563E-04,  4.940720466813139E+02,  1.481190733036818E+08, -3.927990599589762E-01,
2460990.630555556, A.D. 2025-Nov-11 03:08:00.0000,  9.791401393037121E+07,  1.111399017952046E+08, -7.416526380211115E+03, -2.282522422010300E+01,  1.958550080878858E+01, -2.524375255461564E-04,  4.940717322307705E+02,  1.481189790337805E+08, -3.927834519225988E-01,
2460990.633333333, A.D. 2025-Nov-11 03:12:00.0000,  9.790853576082601E+07,  1.111446021854870E+08, -7.416586899168789E+03, -2.282618864851579E+01,  1.958441820300988E+01, -2.518872279742013E-04,  4.940714177927205E+02,  1.481188847676246E+08, -3.927678472056517E-01,
2460990.636111111, A.D. 2025-Nov-11 03:16:00.0000,  9.790305735982373E+07,  1.111493023159378E+08, -7.416647286109626E+03, -2.282715302909971E+01,  1.958333554538216E+01, -2.513373364694260E-04,  4.940711033671620E+02,  1.481187905052135E+08, -3.927522458074748E-01,
2460990.638888889, A.D. 2025-Nov-11 03:20:00.0000,  9.789757872737586E+07,  1.111540021865446E+08, -7.416707541108131E+03, -2.282811736184903E+01,  1.958225283590588E+01, -2.507878511481820E-04,  4.940707889540917E+02,  1.481186962465464E+08, -3.927366477273824E-01,
2460990.641666667, A.D. 2025-Nov-11 03:24:00.0000,  9.789209986349387E+07,  1.111587017972949E+08, -7.416767664313316E+03, -2.282908164675803E+01,  1.958117007458148E+01, -2.502387721108335E-04,  4.940704745535072E+02,  1.481186019916224E+08, -3.927210529647209E-01,
2460990.644444444, A.D. 2025-Nov-11 03:28:00.0000,  9.788662076818924E+07,  1.111634011481763E+08, -7.416827655754983E+03, -2.283004588382099E+01,  1.958008726140939E+01, -2.496900994639617E-04,  4.940701601654059E+02,  1.481185077404407E+08, -3.927054615188175E-01,
2460990.647222222, A.D. 2025-Nov-11 03:32:00.0000,  9.788114144147347E+07,  1.111681002391763E+08, -7.416887515582144E+03, -2.283101007303216E+01,  1.957900439639008E+01, -2.491418333114837E-04,  4.940698457897849E+02,  1.481184134930006E+08, -3.926898733889961E-01,
2460990.650000000, A.D. 2025-Nov-11 03:36:00.0000,  9.787566188335803E+07,  1.111727990702824E+08, -7.416947243861854E+03, -2.283197421438584E+01,  1.957792147952398E+01, -2.485939737590925E-04,  4.940695314266418E+02,  1.481183192493012E+08, -3.926742885745902E-01,
2460990.652777778, A.D. 2025-Nov-11 03:40:00.0000,  9.787018209385440E+07,  1.111774976414823E+08, -7.417006840735674E+03, -2.283293830787628E+01,  1.957683851081156E+01, -2.480465209133698E-04,  4.940692170759740E+02,  1.481182250093418E+08, -3.926587070749174E-01,
2460990.655555556, A.D. 2025-Nov-11 03:44:00.0000,  9.786470207297407E+07,  1.111821959527635E+08, -7.417066306240857E+03, -2.283390235349775E+01,  1.957575549025328E+01, -2.474994748755677E-04,  4.940689027377785E+02,  1.481181307731216E+08, -3.926431288893110E-01,
2460990.658333333, A.D. 2025-Nov-11 03:48:00.0000,  9.785922182072854E+07,  1.111868940041135E+08, -7.417125640511513E+03, -2.283486635124453E+01,  1.957467241784959E+01, -2.469528357513795E-04,  4.940685884120530E+02,  1.481180365406397E+08, -3.926275540170759E-01,
2460990.661111111, A.D. 2025-Nov-11 03:52:00.0000,  9.785374133712929E+07,  1.111915917955199E+08, -7.417184843637049E+03, -2.283583030111090E+01,  1.957358929360096E+01, -2.464066036411694E-04,  4.940682740987946E+02,  1.481179423118954E+08, -3.926119824575454E-01,
2460990.663888889, A.D. 2025-Nov-11 03:56:00.0000,  9.784826062218782E+07,  1.111962893269702E+08, -7.417243915706873E+03, -2.283679420309112E+01,  1.957250611750786E+01, -2.458607786559597E-04,  4.940679597980007E+02,  1.481178480868878E+08, -3.925964142100403E-01,
2460990.666666667, A.D. 2025-Nov-11 04:00:00.0000,  9.784277967591566E+07,  1.112009865984521E+08, -7.417302856825292E+03, -2.283775805717946E+01,  1.957142288957076E+01, -2.453153608898972E-04,  4.940676455096688E+02,  1.481177538656163E+08, -3.925808492738748E-01,
2460990.669444445, A.D. 2025-Nov-11 04:04:00.0000,  9.783729849832423E+07,  1.112056836099531E+08, -7.417361667111516E+03, -2.283872186337020E+01,  1.957033960979012E+01, -2.447703504531162E-04,  4.940673312337961E+02,  1.481176596480799E+08, -3.925652876483630E-01,
2460990.672222222, A.D. 2025-Nov-11 04:08:00.0000,  9.783181708942506E+07,  1.112103803614607E+08, -7.417420346640050E+03, -2.283968562165760E+01,  1.956925627816643E+01, -2.442257474433163E-04,  4.940670169703800E+02,  1.481175654342779E+08, -3.925497293328161E-01,
2460990.675000000, A.D. 2025-Nov-11 04:12:00.0000,  9.782633544922966E+07,  1.112150768529625E+08, -7.417478895507753E+03, -2.284064933203594E+01,  1.956817289470019E+01, -2.436815519697433E-04,  4.940667027194178E+02,  1.481174712242095E+08, -3.925341743265418E-01,
2460990.677777778, A.D. 2025-Nov-11 04:16:00.0000,  9.782085357774952E+07,  1.112197730844460E+08, -7.417537313818932E+03, -2.284161299449949E+01,  1.956708945939184E+01, -2.431377641247678E-04,  4.940663884809071E+02,  1.481173770178740E+08, -3.925186226288671E-01,
2460990.680555556, A.D. 2025-Nov-11 04:20:00.0000,  9.781537147499613E+07,  1.112244690558988E+08, -7.417595601662993E+03, -2.284257660904251E+01,  1.956600597224189E+01, -2.425943840203004E-04,  4.940660742548448E+02,  1.481172828152704E+08, -3.925030742390935E-01,
2460990.683333333, A.D. 2025-Nov-11 04:24:00.0000,  9.780988914098103E+07,  1.112291647673085E+08, -7.417653759151697E+03, -2.284354017565929E+01,  1.956492243325082E+01, -2.420514117522643E-04,  4.940657600412286E+02,  1.481171886163981E+08, -3.924875291565252E-01,
2460990.686111111, A.D. 2025-Nov-11 04:28:00.0000,  9.780440657571565E+07,  1.112338602186626E+08, -7.417711786374450E+03, -2.284450369434408E+01,  1.956383884241913E+01, -2.415088474201355E-04,  4.940654458400556E+02,  1.481170944212562E+08, -3.924719873804738E-01,
2460990.688888889, A.D. 2025-Nov-11 04:32:00.0000,  9.779892377921155E+07,  1.112385554099487E+08, -7.417769683428109E+03, -2.284546716509117E+01,  1.956275519974732E+01, -2.409666911313835E-04,  4.940651316513236E+02,  1.481170002298439E+08, -3.924564489102401E-01,
2460990.691666667, A.D. 2025-Nov-11 04:36:00.0000,  9.779344075148024E+07,  1.112432503411544E+08, -7.417827450416982E+03, -2.284643058789482E+01,  1.956167150523587E+01, -2.404249429810434E-04,  4.940648174750294E+02,  1.481169060421604E+08, -3.924409137451290E-01,
2460990.694444444, A.D. 2025-Nov-11 04:40:00.0000,  9.778795749253319E+07,  1.112479450122671E+08, -7.417885087430477E+03, -2.284739396274929E+01,  1.956058775888529E+01, -2.398836030748086E-04,  4.940645033111708E+02,  1.481168118582050E+08, -3.924253818844414E-01,
2460990.697222222, A.D. 2025-Nov-11 04:44:00.0000,  9.778247400238197E+07,  1.112526394232745E+08, -7.417942594580352E+03, -2.284835728964887E+01,  1.955950396069609E+01, -2.393426715112668E-04,  4.940641891597449E+02,  1.481167176779769E+08, -3.924098533274854E-01,
2460990.700000000, A.D. 2025-Nov-11 04:48:00.0000,  9.777699028103802E+07,  1.112573335741641E+08, -7.417999971963465E+03, -2.284932056858782E+01,  1.955842011066877E+01, -2.388021483872294E-04,  4.940638750207492E+02,  1.481166235014752E+08, -3.923943280735526E-01,
2460990.702777778, A.D. 2025-Nov-11 04:52:00.0000,  9.777150632851289E+07,  1.112620274649234E+08, -7.418057219646871E+03, -2.285028379956042E+01,  1.955733620880384E+01, -2.382620338048369E-04,  4.940635608941809E+02,  1.481165293286991E+08, -3.923788061219441E-01,
2460990.705555555, A.D. 2025-Nov-11 04:56:00.0000,  9.776602214481807E+07,  1.112667210955402E+08, -7.418114337749779E+03, -2.285124698256092E+01,  1.955625225510182E+01, -2.377223278671181E-04,  4.940632467800372E+02,  1.481164351596479E+08, -3.923632874719390E-01,
2460990.708333333, A.D. 2025-Nov-11 05:00:00.0000,  9.776053772996509E+07,  1.112714144660017E+08, -7.418171326383948E+03, -2.285221011758361E+01,  1.955516824956322E+01, -2.371830306691081E-04,  4.940629326783160E+02,  1.481163409943209E+08, -3.923477721228513E-01,
2460990.711111111, A.D. 2025-Nov-11 05:04:00.0000,  9.775505308396547E+07,  1.112761075762958E+08, -7.418228185646236E+03, -2.285317320462275E+01,  1.955408419218857E+01, -2.366441423120591E-04,  4.940626185890142E+02,  1.481162468327171E+08, -3.923322600739694E-01,
2460990.713888889, A.D. 2025-Nov-11 05:08:00.0000,  9.774956820683073E+07,  1.112808004264099E+08, -7.418284915611148E+03, -2.285413624367261E+01,  1.955300008297837E+01, -2.361056628945590E-04,  4.940623045121296E+02,  1.481161526748358E+08, -3.923167513245817E-01,
2460990.716666667, A.D. 2025-Nov-11 05:12:00.0000,  9.774408309857234E+07,  1.112854930163315E+08, -7.418341516397893E+03, -2.285509923472746E+01,  1.955191592193316E+01, -2.355675925089784E-04,  4.940619904476589E+02,  1.481160585206762E+08, -3.923012458739768E-01,
2460990.719444444, A.D. 2025-Nov-11 05:16:00.0000,  9.773859775920188E+07,  1.112901853460483E+08, -7.418397988095880E+03, -2.285606217778158E+01,  1.955083170905348E+01, -2.350299312672277E-04,  4.940616763956001E+02,  1.481159643702375E+08, -3.922857437214429E-01,
2460990.722222222, A.D. 2025-Nov-11 05:20:00.0000,  9.773311218873084E+07,  1.112948774155477E+08, -7.418454330801964E+03, -2.285702507282922E+01,  1.954974744433983E+01, -2.344926792492430E-04,  4.940613623559500E+02,  1.481158702235189E+08, -3.922702448662717E-01,
2460990.725000000, A.D. 2025-Nov-11 05:24:00.0000,  9.772762638717078E+07,  1.112995692248174E+08, -7.418510544627905E+03, -2.285798791986467E+01,  1.954866312779278E+01, -2.339558365713756E-04,  4.940610483287065E+02,  1.481157760805197E+08, -3.922547493077356E-01,
2460990.727777778, A.D. 2025-Nov-11 05:28:00.0000,  9.772214035453315E+07,  1.113042607738449E+08, -7.418566629640758E+03, -2.285895071888219E+01,  1.954757875941285E+01, -2.334194033215553E-04,  4.940607343138666E+02,  1.481156819412390E+08, -3.922392570451391E-01,
2460990.730555556, A.D. 2025-Nov-11 05:32:00.0000,  9.771665409082954E+07,  1.113089520626177E+08, -7.418622585952282E+03, -2.285991346987605E+01,  1.954649433920057E+01, -2.328833795930407E-04,  4.940604203114278E+02,  1.481155878056760E+08, -3.922237680777479E-01,
2460990.733333333, A.D. 2025-Nov-11 05:36:00.0000,  9.771116759607147E+07,  1.113136430911236E+08, -7.418678413689137E+03, -2.286087617284052E+01,  1.954540986715650E+01, -2.323477654924133E-04,  4.940601063213874E+02,  1.481154936738301E+08, -3.922082824048537E-01,
2460990.736111111, A.D. 2025-Nov-11 05:40:00.0000,  9.770568087027042E+07,  1.113183338593498E+08, -7.418734112918377E+03, -2.286183882776987E+01,  1.954432534328119E+01, -2.318125611111554E-04,  4.940597923437428E+02,  1.481153995457002E+08, -3.921928000257193E-01,
2460990.738888889, A.D. 2025-Nov-11 05:44:00.0000,  9.770019391343796E+07,  1.113230243672842E+08, -7.418789683759212E+03, -2.286280143465837E+01,  1.954324076757518E+01, -2.312777665434140E-04,  4.940594783784914E+02,  1.481153054212858E+08, -3.921773209396361E-01,
2460990.741666667, A.D. 2025-Nov-11 05:48:00.0000,  9.769470672558562E+07,  1.113277146149141E+08, -7.418845126278698E+03, -2.286376399350028E+01,  1.954215614003902E+01, -2.307433818895532E-04,  4.940591644256305E+02,  1.481152113005859E+08, -3.921618451458733E-01,
2460990.744444444, A.D. 2025-Nov-11 05:52:00.0000,  9.768921930672494E+07,  1.113324046022273E+08, -7.418900440610945E+03, -2.286472650428989E+01,  1.954107146067327E+01, -2.302094072490490E-04,  4.940588504851575E+02,  1.481151171835999E+08, -3.921463726437192E-01,
2460990.747222222, A.D. 2025-Nov-11 05:56:00.0000,  9.768373165686741E+07,  1.113370943292111E+08, -7.418955626830459E+03, -2.286568896702146E+01,  1.953998672947850E+01, -2.296758427098311E-04,  4.940585365570698E+02,  1.481150230703268E+08, -3.921309034324268E-01,
2460990.750000000, A.D. 2025-Nov-11 06:00:00.0000,  9.767824377602461E+07,  1.113417837958533E+08, -7.419010685048997E+03, -2.286665138168924E+01,  1.953890194645525E+01, -2.291426883704872E-04,  4.940582226413646E+02,  1.481149289607660E+08, -3.921154375112780E-01,
2460990.752777778, A.D. 2025-Nov-11 06:04:00.0000,  9.767275566420804E+07,  1.113464730021412E+08, -7.419065615348518E+03, -2.286761374828754E+01,  1.953781711160410E+01, -2.286099443269407E-04,  4.940579087380394E+02,  1.481148348549165E+08, -3.920999748795549E-01,
2460990.755555556, A.D. 2025-Nov-11 06:08:00.0000,  9.766726732142927E+07,  1.113511619480627E+08, -7.419120417848229E+03, -2.286857606681059E+01,  1.953673222492561E+01, -2.280776106724502E-04,  4.940575948470917E+02,  1.481147407527777E+08, -3.920845155365007E-01,
2460990.758333333, A.D. 2025-Nov-11 06:12:00.0000,  9.766177874769983E+07,  1.113558506336051E+08, -7.419175092637539E+03, -2.286953833725268E+01,  1.953564728642036E+01, -2.275456875038273E-04,  4.940572809685186E+02,  1.481146466543488E+08, -3.920690594814005E-01,
2460990.761111111, A.D. 2025-Nov-11 06:16:00.0000,  9.765628994303125E+07,  1.113605390587560E+08, -7.419229639813304E+03, -2.287050055960807E+01,  1.953456229608892E+01, -2.270141749143306E-04,  4.940569671023176E+02,  1.481145525596289E+08, -3.920536067135139E-01,
2460990.763888889, A.D. 2025-Nov-11 06:20:00.0000,  9.765080090743506E+07,  1.113652272235031E+08, -7.419284059472382E+03, -2.287146273387104E+01,  1.953347725393186E+01, -2.264830729998835E-04,  4.940566532484861E+02,  1.481144584686173E+08, -3.920381572321095E-01,
2460990.766666667, A.D. 2025-Nov-11 06:24:00.0000,  9.764531164092283E+07,  1.113699151278338E+08, -7.419338351726532E+03, -2.287242486003585E+01,  1.953239215994977E+01, -2.259523818501918E-04,  4.940563394070214E+02,  1.481143643813132E+08, -3.920227110364472E-01,
2460990.769444444, A.D. 2025-Nov-11 06:28:00.0000,  9.763982214350609E+07,  1.113746027717357E+08, -7.419392516650259E+03, -2.287338693809677E+01,  1.953130701414323E+01, -2.254221015638436E-04,  4.940560255779208E+02,  1.481142702977158E+08, -3.920072681257861E-01,
